1 .99800000000000000000
11 .90921919790514000000
21 .83660813967186000000
31 .76490565224146000000
41 .69505728911988000000
51 .64135266907200000000
61 .57985121507320000000
71 .53674028022992000000
81 .48968746920644000000
91 .45401460489446000000
101 .42116229209554000000
111 .38679364165438000000
121 .35410980194350000000
131 .32487154809808000000
141 .28761247880588000000
151 .28157778039304000000
161 .28122866894200000000
171 .28122866894200000000
181 .22745320476500000000
191 .22745320476500000000
201 .20857234457108000000
211 .19778564206300000000
221 .18778564206300000000
231 .17778564206300000000
241 .16778564206300000000
