1 1.00000000000000000000
101 .99706744868000000000
201 .98527968596700000000
301 .97947112039000000000
401 .97912205567500000000
501 .98053014309200000000
601 .98725824800900000000
701 .99071474843400000000
801 .99340144742400000000
901 .99649199736900000000
1001 .99764907031400000000
1101 .99976706266000000000
1201 .99908193711300000000
1301 .99622641509400000000
1401 .99975074775700000000
1501 .99166870865000000000
1601 .99261522790900000000
1701 .95927168184000000000
1801 .97576499388000000000
1901 .96407624633400000000
2001 .93670033670000000000
2010 .90991574854200000000
2110 .92252803262000000000
2210 .90047770700600000000
2310 .90296202071600000000
2410 .93250506652600000000
2510 .93255109765300000000
2610 .92451059265200000000
2710 .91406052963400000000
2810 .91265265637600000000
2910 .91950565975800000000
3010 .91066825302400000000
3110 .91939228750300000000
3210 .91058311417400000000
3310 .91726117974600000000
3410 .91259061744900000000
3510 .89891696750900000000
3610 .88905698436700000000
3710 .89811592009700000000
3810 .89637605231800000000
3910 .89145150865700000000
4010 .90697200326200000000
4510 .88610544713100000000
5010 .86515447398700000000
6010 .85036598536100000000
7010 .84282313262600000000
8010 .83282313262600000000
9010 .82282313262600000000
10000 0.81184
