1 1.00000000000000000000
101 .98940269749500000000
201 .96741854636600000000
301 .95222513089000000000
401 .94483101391700000000
501 .92767423014600000000
601 .92340635809600000000
701 .91264930205800000000
801 .90039037904500000000
901 .89799515311700000000
1001 .89073539655700000000
1101 .88009765801600000000
1201 .87532489310000000000
1301 .86591263650500000000
1401 .86583788445000000000
1501 .86066241346500000000
1601 .86058583611400000000
1701 .85241265539400000000
1801 .84916015300200000000
1901 .84289566918700000000
2500 .82724332095400000000
3000 .81294627961300000000
3500 .79656021062300000000
4000 .79210618407200000000
